,24hr,7d,link,logo,marketcap,name,price,symbol,time
7618, 6.73%, 13.75%,/currencies/rlc,,61509495,iExec RLC,0.768189,RLC,20201031011049page2
7619, 1.95%, 4.15%,/currencies/rsk-infrastructure-framework,,60392443,RSK Infrastructure Framework,0.092051,RIF,20201031011049page2
7620, 2.52%, 21.34%,/currencies/verge,,59957726,Verge,0.00366,XVG,20201031011049page2
7621, 3.36%, 18.79%,/currencies/matic-network,,59250143,Matic Network,0.013851,MATIC,20201031011049page2
7622, 1.01%, 8.35%,/currencies/steem,,57494843,Steem,0.146772,STEEM,20201031011049page2
7623, 1.61%, 4.29%,/currencies/energi,,56871650,Energi,1.65,NRG,20201031011049page2
7624, 0.59%, 5.94%,/currencies/horizen,,55800511,Horizen,5.43,ZEN,20201031011049page2
7625, 10.02%, 9.37%,/currencies/gnosis-gno,,54096876,Gnosis,48.97,GNO,20201031011049page2
7626, 5.18%, 18.21%,/currencies/komodo,,53869903,Komodo,0.439752,KMD,20201031011049page2
7627, 12.71%, 29.43%,/currencies/yearn-finance-ii,,52466724,DFI.Money,1359.38,YFII,20201031011049page2
7628, 7.95%, 19.45%,/currencies/kava,,51702691,Kava.io,1.54,KAVA,20201031011049page2
7629, 1.27%, 12.56%,/currencies/bitshares,,50503182,BitShares,0.016849,BTS,20201031011049page2
7630, 7.16%, 14.12%,/currencies/just,,49527020,JUST,0.021911,JST,20201031011049page2
7631, 1.31%, 9.63%,/currencies/serum,,49185027,Serum,0.983701,SRM,20201031011049page2
7632, 0.57%, 10.73%,/currencies/wax,,48560966,WAX,0.034802,WAXP,20201031011049page2
7633, 2.35%, 13.84%,/currencies/unibright,,48314138,Unibright,0.324692,UBT,20201031011049page2
7634, 1.16%, 0.69%,/currencies/maidsafecoin,,47269496,MaidSafeCoin,0.104451,MAID,20201031011049page2
7635, 2.50%, 14.12%,/currencies/ardor,,46851935,Ardor,0.046899,ARDR,20201031011049page2
7636, 1.12%, 12.90%,/currencies/chiliz,,46093215,Chiliz,0.009367,CHZ,20201031011049page2
7637, 4.31%, 11.38%,/currencies/aelf,,46050693,aelf,0.084577,ELF,20201031011049page2
7638, 6.05%, 21.09%,/currencies/hive-blockchain,,45485485,Hive,0.110657,HIVE,20201031011049page2
7639, 1.90%, 9.39%,/currencies/theta-fuel,,45744056,Theta Fuel,0.009218,TFUEL,20201031011049page2
7640, 0.88%, 13.55%,/currencies/electroneum,,44041149,Electroneum,0.004316,ETN,20201031011049page2
7641, 2.52%, 21.35%,/currencies/helium,,43353748,Helium,0.825229,HNT,20201031011049page2
7642, 9.77%, 27.81%,/currencies/ankr,,42996075,Ankr,0.007376,ANKR,20201031011049page2
7643, 0.75%, 17.36%,/currencies/tomochain,,43043810,TomoChain,0.567297,TOMO,20201031011049page2
7644, 7.34%, 12.58%,/currencies/irisnet,,42639995,IRISnet,0.049663,IRIS,20201031011049page2
7645, 3.42%, 2.07%,/currencies/wanchain,,42513202,Wanchain,0.25193,WAN,20201031011049page2
7646, 5.17%, 9.34%,/currencies/sun,,42570790,SUN,9.29,SUN,20201031011049page2
7647, 3.51%, 8.94%,/currencies/hxro,,42276302,Hxro,0.232305,HXRO,20201031011049page2
7648, 2.56%, 7.27%,/currencies/curve-dao-token,,42189654,Curve DAO Token,0.404834,CRV,20201031011049page2
7649, 0.92%, 15.20%,/currencies/hypercash,,41539109,HyperCash,0.92604,HC,20201031011049page2
7650, 4.11%, 38.00%,/currencies/bancor,,40351158,Bancor,0.581277,BNT,20201031011049page2
7651, 2.57%, 11.66%,/currencies/utrust,,40292525,Utrust,0.089539,UTK,20201031011049page2
7652, 4.06%, 12.34%,/currencies/quarkchain,,39800456,QuarkChain,0.004378,QKC,20201031011049page2
7653, 1.40%, 8.43%,/currencies/stratis,,39004256,Stratis,0.389982,STRAT,20201031011049page2
7654, 12.84%, 26.59%,/currencies/fantom,,38237618,Fantom,0.017949,FTM,20201031011049page2
7655, 2.18%, 9.13%,/currencies/sharetoken,,37007137,ShareToken,0.018275,SHR,20201031011049page2
7656, 0.79%, 0.83%,/currencies/stasis-euro,,36797656,STASIS EURO,1.15,EURS,20201031011049page2
7657, 11.31%, 19.40%,/currencies/flexacoin,,35848963,Flexacoin,0.004929,FXC,20201031011049page2
7658, 4.22%, 22.01%,/currencies/zcoin,,36025023,Zcoin,3.23,XZC,20201031011049page2
7659, 10.32%, 14.48%,/currencies/crypto-com,,35593534,MCO,2.25,MCO,20201031011049page2
7660, 3.99%, 9.73%,/currencies/gatetoken,,35412558,GateToken,0.461623,GT,20201031011049page2
7661, 2.22%, 7.80%,/currencies/pundi-x,,35412357,Pundi X,0.000151,NPXS,20201031011049page2
7662, 3.97%, 12.25%,/currencies/ark,,35250681,Ark,0.282392,ARK,20201031011049page2
7663, 2.75%, 3.83%,/currencies/voyager-token,,34714280,Voyager Token,0.156163,VGX,20201031011049page2
7664, 3.64%, 10.21%,/currencies/solve,,34044267,SOLVE,0.090627,SOLVE,20201031011049page2
7665, 3.92%, 15.08%,/currencies/fetch,,34341595,Fetch.ai,0.046027,FET,20201031011049page2
7666, 13.41%, 13.31%,/currencies/tellor,,33359420,Tellor,21.88,TRB,20201031011049page2
7667, 3.90%, 8.74%,/currencies/v-systems,,31957140,v.systems,0.015045,VSYS,20201031011049page2
7668, 6.69%, 20.50%,/currencies/kin,,32122485,Kin,0.000021,KIN,20201031011049page2
7669, 2.32%, 7.94%,/currencies/dia,,31920662,DIA,1.13,DIA,20201031011049page2
7670, 1.39%, 11.19%,/currencies/power-ledger,,31850089,Power Ledger,0.075106,POWR,20201031011049page2
7671, 0.90%, 10.59%,/currencies/waykichain,,31820737,WaykiChain,0.168364,WICC,20201031011049page2
7672, 1.35%, 16.43%,/currencies/redd,,31480038,ReddCoin,0.001093,RDD,20201031011049page2
7673, 5.62%, 8.76%,/currencies/singularitynet,,30768800,SingularityNET,0.036476,AGI,20201031011049page2
7674, 2.32%, 14.80%,/currencies/aeternity,,30673489,Aeternity,0.094697,AE,20201031011049page2
7675, 11.60%, 30.00%,/currencies/xdai,,30470108,xDai,9.83,STAKE,20201031011049page2
7676, 0.88%, 12.56%,/currencies/melon,,30405684,Melon,20.38,MLN,20201031011049page2
7677, 26.10%, 51.27%,/currencies/apm-coin,,30490272,apM Coin,0.084256,APM,20201031011049page2
7678, 0.34%, 4.42%,/currencies/super-zero-protocol,,29204987,Super Zero Protocol,0.0988,SERO,20201031011049page2
7679, 9.03%, 10.20%,/currencies/digitex-futures,,28311593,Digitex Futures,0.030409,DGTX,20201031011049page2
7680, 0.61%, 19.57%,/currencies/aion,,28127003,Aion,0.060071,AION,20201031011049page2
7681, 0.51%, 19.71%,/currencies/handshake,,27865759,Handshake ,0.087578,HNS,20201031011049page2
7682, 5.14%, 25.17%,/currencies/kleros,,27829467,Kleros,0.050271,PNK,20201031011049page2
7683, 1.73%, 0.88%,/currencies/wirex-token,,26864719,Wirex Token,0.008953,WXT,20201031011049page2
7684, 1.49%, 5.33%,/currencies/thunder-token,,26758695,Thunder Token,0.004545,TT,20201031011049page2
7685, 1.27%, 15.58%,/currencies/orbs,,26674911,Orbs,0.011962,ORBS,20201031011049page2
7686, 2.76%, 13.77%,/currencies/harmony,,26522167,Harmony,0.00424,ONE,20201031011049page2
7687, 9.41%, 38.14%,/currencies/origintrail,,26233874,OriginTrail,0.08205,TRAC,20201031011049page2
7688, 25.92%, 16.41%,/currencies/mxc,,26066150,MXC,0.010178,MXC,20201031011049page2
7689, 4.85%, 12.47%,/currencies/streamr,,25804507,Streamr,0.037272,DATA,20201031011049page2
7690, 2.68%, 6.80%,/currencies/haven-protocol,,25532181,Haven Protocol,1.85,XHV,20201031011049page2
7691, 1.89%, 14.56%,/currencies/gxchain,,25464225,GXChain,0.363775,GXC,20201031011049page2
7692, 49.98%, 29.73%,/currencies/travala,,25373950,Travala.com,0.605668,AVA,20201031011049page2
7693, 0.11%, 11.82%,/currencies/elastos,,25118715,Elastos,1.46,ELA,20201031011049page2
7694, 10.20%, 4.90%,/currencies/ultra,,25054288,Ultra,0.088694,UOS,20201031011049page2
7695, 1.77%, 2.20%,/currencies/wink-tronbet,,24989244,WINk,0.00008,WIN,20201031011049page2
7696, 4.85%, 0.57%,/currencies/syscoin,,24757423,Syscoin,0.041356,SYS,20201031011049page2
7697, 5.50%, 101.51%,/currencies/nexalt,,24608141,Nexalt,1.27,XLT,20201031011049page2
7698, 1.47%, 7.75%,/currencies/mx-token,,24109264,MX Token,0.154873,MX,20201031011049page2
7699, 2.12%, 3.71%,/currencies/bosagora,,24072221,BOSAGORA,0.085326,BOA,20201031011049page2
7700, 40.18%, 85.88%,/currencies/hex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5015.png""/>",4933202231,HEX,0.012653,HEX,20201031011104page3
7701, 2.58%, 428.34%,/currencies/ize,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5677.png""/>",1950239273,IZE,0.468708,IZE,20201031011104page3
7702, 10.68%, 37.84%,/currencies/counos-x,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5482.png""/>",926400169,Counos X,52.24,CCXX,20201031011104page3
7703, 4.19%, 10.59%,/currencies/eterbase-utility-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3815.png""/>",820798528,Eterbase Utility Token,0.820799,XBASE,20201031011104page3
7704, 1.25%, 4.99%,/currencies/ino-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3085.png""/>",529714369,INO COIN,2.94,INO,20201031011104page3
7705, 2.52%, 32.61%,/currencies/bitcoinpos,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5815.png""/>",460908634,BitcoinPoS,122.72,BPS,20201031011104page3
7706, 1.24%, 4.34%,/currencies/insight-chain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3116.png""/>",423552877,Insight Chain,1.21,INB,20201031011104page3
7707, 0.03%, 3.15%,/currencies/homeros,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5336.png""/>",333279778,Homeros,0.899002,HMR,20201031011104page3
7708, 1.24%, 5.22%,/currencies/renbtc,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5777.png""/>",297504539,renBTC,13622.89,RENBTC,20201031011104page3
7709, 2.26%, 3.32%,/currencies/zelwin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5614.png""/>",282099644,Zelwin,5.45,ZLW,20201031011104page3
7710, 1.65%, 8.34%,/currencies/creditcoin,,272859033,Creditcoin,0.494102,CTC,20201031011104page3
7711, 9.86%, 0.97%,/currencies/cipher-core-token,,268347089,Cipher Core Token,36.11,CIPHC,20201031011104page3
7712, 0.01%, 2.45%,/currencies/tnc-coin,,246925348,TNC Coin,0.106874,TNC,20201031011104page3
7713, 0.12%, 1.48%,/currencies/basid-coin,,240853362,Basid Coin,0.671759,BASID,20201031011104page3
7714, 0.35%, 4.09%,/currencies/thorecoin,,228174335,ThoreCoin,2632.19,THR,20201031011104page3
7715, 0.98%, 3.81%,/currencies/poseidon-network,,201109687,Poseidon Network,0.093414,QQQ,20201031011104page3
7716, 1.20%, 2.92%,/currencies/largo-coin,,168019130,Largo Coin,9.82,LRG,20201031011104page3
7717, 19.94%, 1.80%,/currencies/metacoin,,164251160,Metacoin,0.159903,MTC,20201031011104page3
7718, 1.51%, 7.60%,/currencies/stpay,,164805264,STPAY,38.06,STP,20201031011104page3
7719, 2.83%, 5.24%,/currencies/botxcoin,,158420777,botXcoin,0.097065,BOTX,20201031011104page3
7720, 19.53%, 12.24%,/currencies/doctors-coin,,155393580,Doctors Coin,0.676384,DRS,20201031011104page3
7721, 2.26%, 6.38%,/currencies/sologenic,,123375714,Sologenic,0.616873,SOLO,20201031011104page3
7722, 50.54%, 54.01%,/currencies/helper-search-token,,115907976,Helper Search Token,0.013668,HSN,20201031011104page3
7723, 8.60%, 2.96%,/currencies/idea-chain-coin,,107002326,Idea Chain Coin,2.09,ICH,20201031011104page3
7724, 0.41%, 0.60%,/currencies/cryptonex,,100944563,Cryptonex,1.81,CNX,20201031011104page3
7725, 0.17%, 11.30%,/currencies/beldex,,88507779,Beldex,0.090294,BDX,20201031011104page3
7726, 5.17%, 16.57%,/currencies/vitae,,87807894,Vitae,4.51,VITAE,20201031011104page3
7727, 6.53%, 22.16%,/currencies/mindol,,86230546,MINDOL,0.5051,MIN,20201031011104page3
7728, 10.42%, 39.23%,/currencies/strong,,85412013,Strong,18.13,STRONG,20201031011104page3
7729, 0.45%, 9.10%,/currencies/dxchain-token,,80567149,DxChain Token,0.001611,DX,20201031011104page3
7730, 0.83%, 0.76%,/currencies/terra-krw,,79879962,TerraKRW,0.000872,KRT,20201031011104page3
7731, 0.15%, 1.54%,/currencies/defichain,,77687849,DeFiChain,0.205604,DFI,20201031011104page3
7732, 5.07%, 12.86%,/currencies/xinfin-network,,76054453,XinFin Network,0.006235,XDC,20201031011104page3
7733, 1.51%, 0.13%,/currencies/whitecoin,,72677069,WhiteCoin,0.290495,XWC,20201031011104page3
7734, 7.14%, 77.86%,/currencies/everus,,69908031,Everus,0.150089,EVR,20201031011104page3
7735, 3.96%, 16.68%,/currencies/counos-coin,,72030273,Counos Coin,4.85,CCA,20201031011104page3
7736, 5.04%, 24.30%,/currencies/nest-protocol,,70416950,NEST Protocol,0.040267,NEST,20201031011104page3
7737, 0.89%, 6.59%,/currencies/newyork-exchange,,70787165,NewYork Exchange,9.98,NYE,20201031011104page3
7738, 0.02%, 7.34%,/currencies/mixin,,70210705,Mixin,134.22,XIN,20201031011104page3
7739, 0.19%, 1.07%,/currencies/qcash,,69027439,Qcash,0.15006,QC,20201031011104page3
7740, 6.19%, 5.05%,/currencies/baer-chain,,67997111,Baer Chain,0.390788,BRC,20201031011104page3
7741, 0.27%, 0.41%,/currencies/attila,,67790358,Attila,0.150517,ATT,20201031011104page3
7742, 1.63%, 7.10%,/currencies/wbnb,,65467101,Wrapped BNB,28.55,WBNB,20201031011104page3
7743, 9.11%, 4.29%,/currencies/darma-cash,,65054127,Darma Cash,0.3095,DMCH,20201031011104page3
7744, 1.69%, 0.02%,/currencies/mobilian-coin,,63410844,Mobilian Coin,0.548901,MBN,20201031011104page3
7745, 1.46%, 12.88%,/currencies/huobi-btc,,62616705,Huobi BTC,13017.58,HBTC,20201031011104page3
7746, 33.96%, 53.27%,/currencies/tratin,,60506915,Tratin,0.00054,TRAT,20201031011104page3
7747, 1.66%, 3.41%,/currencies/bitbook-gambling,,59775176,Bitbook Gambling,0.167116,BXK,20201031011104page3
7748, 4.51%, 10.41%,/currencies/vestchain,,59132128,VestChain,0.007023,VEST,20201031011104page3
7749, 2.42%, 11.97%,/currencies/centrality,,58610667,Centrality,0.049602,CENNZ,20201031011104page3
7750, 2.43%, 0.78%,/currencies/mimblewimblecoin,,56838101,MimbleWimbleCoin,5.33,MWC,20201031011104page3
7751, 0.37%, 0.48%,/currencies/yusra,,56075916,YUSRA,3.53,YUSRA,20201031011104page3
7752, 0.49%, 6.16%,/currencies/joule,,54315686,Joule,0.053751,JUL,20201031011104page3
7753, 0.46%, 2.41%,/currencies/math,,54187214,MATH,0.482869,MATH,20201031011104page3
7754, 0.22%, 0.10%,/currencies/neutrino-usd,,51975920,Neutrino USD,0.993573,USDN,20201031011104page3
7755, 2.84%, 2.33%,/currencies/axel,,48572057,AXEL,0.18597,AXEL,20201031011104page3
7756, 6.54%, 26.14%,/currencies/tap,,47396431,Tap,0.038474,XTP,20201031011104page3
7757, 7.17%, 4.07%,/currencies/bankera,,39899329,Bankera,0.001621,BNK,20201031011104page3
7758, 0.65%, 51.36%,/currencies/advanced-internet-blocks,,42271384,Advanced Internet Blocks,0.001746,AIB,20201031011104page3
7759, 14.27%, 0.00%,/currencies/keep3rv1,,41576505,Keep3rV1,207.88,KP3R,20201031011104page3
7760, 3.86%, 3.35%,/currencies/breezecoin,,41530534,Breezecoin,0.415305,BRZE,20201031011104page3
7761, 0.91%, 0.15%,/currencies/mstable-usd,,41091104,mStable USD,1,MUSD,20201031011104page3
7762, 16.81%, 12.62%,/currencies/hyperion,,40556903,Hyperion,0.128034,HYN,20201031011104page3
7763, 7.45%, 33.63%,/currencies/keep-network,,39414382,Keep Network,0.292762,KEEP,20201031011104page3
7764, 13.36%, 31.36%,/currencies/cvault-finance,,38362560,cVault.finance,3836.26,CORE,20201031011104page3
7765, 5.56%, 27.17%,/currencies/metaverse-dualchain-network-architecture,,37886374,Metaverse Dualchain Network Architecture,0.002102,DNA,20201031011104page3
7766, 5.57%, 11.82%,/currencies/livepeer,,36828371,Livepeer,1.77,LPT,20201031011104page3
7767, 4.86%, 32.07%,/currencies/playfuel,,35670668,PlayFuel,0.071341,PLF,20201031011104page3
7768, 8.67%, 9.57%,/currencies/s4fe,,34663868,S4FE,0.038717,S4F,20201031011104page3
7769, 0.59%, 2.35%,/currencies/xenioscoin,,34415173,XeniosCoin,0.451199,XNC,20201031011104page3
7770, 8.16%, 12.07%,/currencies/bridge-oracle,,34014317,Bridge Oracle,0.004251,BRG,20201031011104page3
7771, 3.21%, 51.24%,/currencies/greenpower,,33170378,GreenPower,0.010264,GRN,20201031011104page3
7772, 23.97%, 28.19%,/currencies/bitball-treasure,,31750868,Bitball Treasure,70.56,BTRS,20201031011104page3
7773, 10.13%, 11.91%,/currencies/helleniccoin,,31311805,Hellenic Coin,0.448188,HNC,20201031011104page3
7774, 5.25%, 5.95%,/currencies/1irstcoin,,33067702,1irstcoin,0.945674,FST,20201031011104page3
7775, 0.00%, 0.01%,/currencies/uni-coin,,29902440,UNI COIN,0.498296,UNI,20201031011104page3
7776, 1.35%, 2.02%,/currencies/ultiledger,,29061333,Ultiledger,0.012426,ULT,20201031011104page3
7777, 1.70%, 19.34%,/currencies/rocket-pool,,28888426,Rocket Pool,2.81,RPL,20201031011104page3
7778, 0.45%, 0.63%,/currencies/usdk,,28390314,USDK,0.992666,USDK,20201031011104page3
7779, 5.02%, 3.46%,/currencies/titanswap,,28048253,TitanSwap,0.525207,TITAN,20201031011104page3
7780, 1.60%, 0.08%,/currencies/bitmax-token,,27637809,BitMax Token,0.041836,BTMX,20201031011104page3
7781, 4.99%, 9.66%,/currencies/stem-cell-coin,,26979974,STEM CELL COIN,0.084139,SCC,20201031011104page3
7782, 3.10%, 2.47%,/currencies/c20,,25980206,CRYPTO20,0.643031,C20,20201031011104page3
7783, 6.34%, 9.72%,/currencies/chimpion,,26516746,Chimpion,0.835768,BNANA,20201031011104page3
7784, 2.83%, 7.49%,/currencies/bytecoin-bcn,,24537404,Bytecoin,0.000133,BCN,20201031011104page3
7785, 8.71%, 19.11%,/currencies/idex,,24464383,IDEX,0.045642,IDEX,20201031011104page3
7786, 2.34%, 3.30%,/currencies/nectar,,24214579,Nectar,0.153726,NEC,20201031011104page3
7787, 0.65%, 7.00%,/currencies/extstock-token,,24178845,ExtStock Token,0.040192,XT,20201031011104page3
7788, 0.80%, 3.57%,/currencies/bhex-token,,24122393,BHEX Token,0.1233,BHT,20201031011104page3
7789, 8.72%, 31.19%,/currencies/flamingo,,23777994,Flamingo,0.15852,FLM,20201031011104page3
7790, 3.44%, 13.93%,/currencies/fabrk,,23703485,FABRK,0.004944,FAB,20201031011104page3
7791, 0.23%, 13.88%,/currencies/troy,,23603523,TROY,0.002572,TROY,20201031011104page3
7792, 0.95%, 0.19%,/currencies/contracoin,,23555808,CONTRACOIN,0.897484,CTCN,20201031011104page3
7793, 3.45%, 6.31%,/currencies/the-transfer-token,,23524592,The Transfer Token,0.890348,TTT,20201031011104page3
7794, 1.21%, 31.02%,/currencies/polymath-network,,23347021,Polymath,0.043639,POLY,20201031011104page3
7795, 13.17%, 32.87%,/currencies/nervenetwork,,22851456,NerveNetwork,0.090889,NVT,20201031011104page3
7796, 0.75%, 6.55%,/currencies/cryptoindex-com-100,,23162675,Cryptoindex.com 100,0.37114,CIX100,20201031011104page3
7797, 1.86%, 5.45%,/currencies/agavecoin,,23111675,AgaveCoin,0.059167,AGVC,20201031011104page3
7798, 0.04%, 18.96%,/currencies/dynamic-trading-rights,,23097069,Dynamic Trading Rights,0.014231,DTR,20201031011104page3
7799, 5.45%, 18.66%,/currencies/kardiachain,,22966781,KardiaChain,0.013124,KAI,20201031011104page3
7800, 12.06%, 59.02%,/currencies/harvest-finance,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6859.png""/>",22868097,Harvest Finance,90.54,FARM,20201031011120page4
7801, 16.29%, 33.06%,/currencies/nervenetwork,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5906.png""/>",22786151,NerveNetwork,0.090629,NVT,20201031011120page4
7802, 0.14%, 3.40%,/currencies/bonorum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5320.png""/>",22687515,Bonorum,36.29,BONO,20201031011120page4
7803, 0.03%, 0.23%,/currencies/susd,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2927.png""/>",22559446,sUSD,1,SUSD,20201031011120page4
7804, 0.03%, 1.78%,/currencies/thorenext,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3916.png""/>",22510079,ThoreNext,0.469446,THX,20201031011120page4
7805, 2.95%, 2.12%,/currencies/switcheo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2620.png""/>",22368182,Switcheo,0.021057,SWTH,20201031011120page4
7806, 0.35%, 0.39%,/currencies/massnet,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5548.png""/>",21909468,Massnet,0.253143,MASS,20201031011120page4
7807, 5.79%, 15.41%,/currencies/dad,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4862.png""/>",21791731,DAD,0.161898,DAD,20201031011120page4
7808, 0.25%, 10.43%,/currencies/the-sandbox,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6210.png""/>",21725506,The Sandbox,0.035798,SAND,20201031011120page4
7809, 2.99%, 14.77%,/currencies/wom-protocol,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5328.png""/>",21530059,WOM Protocol,0.214855,WOM,20201031011120page4
7810, 5.17%, 9.44%,/currencies/darcio-ecosystem-coin,,21451031,Darico Ecosystem Coin,0.340458,DEC,20201031011120page4
7811, 2.24%, 10.68%,/currencies/loki,,21314377,Loki,0.416838,LOKI,20201031011120page4
7812, 0.74%, 6.19%,/currencies/zynecoin,,21225469,Zynecoin,0.958742,ZYN,20201031011120page4
7813, 2.48%, 13.22%,/currencies/adx-net,,21184066,AdEx Network,0.207635,ADX,20201031011120page4
7814, 3.54%, 5.11%,/currencies/hashgard,,20837293,Hashgard,0.00021,GARD,20201031011120page4
7815, 3.36%, 11.12%,/currencies/funfair,,20643216,FunFair,0.003152,FUN,20201031011120page4
7816, 0.23%, 31.14%,/currencies/conun,,20504170,CONUN,0.007079,CON,20201031011120page4
7817, 15.60%, 21.18%,/currencies/kcash,,20503073,Kcash,0.046023,KCASH,20201031011120page4
7818, 5.43%, 10.95%,/currencies/everipedia,,20309070,Everipedia,0.002132,IQ,20201031011120page4
7819, 1.49%, 4.76%,/currencies/prizm,,20262651,PRIZM,0.008935,PZM,20201031011120page4
7820, 2.68%, 8.80%,/currencies/bigone-token,,20262245,BigONE Token,0.002144,ONE,20201031011120page4
7821, 2.46%, 15.60%,/currencies/nuls,,20244652,NULS,0.20361,NULS,20201031011120page4
7822, 2.77%, 7.48%,/currencies/nash-exchange,,19948683,Nash Exchange,0.850959,NEX,20201031011120page4
7823, 13.56%, 19.59%,/currencies/akropolis,,19749780,Akropolis ,0.009895,AKRO,20201031011120page4
7824, 1.63%, 1.71%,/currencies/yflink,,19688526,YF Link,392.87,YFL,20201031011120page4
7825, 4.06%, 0.00%,/currencies/certik,,19587679,CertiK,0.88632,CTK,20201031011120page4
7826, 2.86%, 10.13%,/currencies/crpt,,19582885,Crypterium,0.22013,CRPT,20201031011120page4
7827, 2.15%, 9.69%,/currencies/veruscoin,,19504800,VerusCoin,0.334906,VRSC,20201031011120page4
7828, 1.41%, 12.37%,/currencies/cortex,,19367442,Cortex,0.077489,CTXC,20201031011120page4
7829, 2.00%, 8.87%,/currencies/huobi-pool-token,,19356053,Huobi Pool Token,0.003715,HPT,20201031011120page4
7830, 3.35%, 19.52%,/currencies/fnb-protocol,,19307174,FNB Protocol,0.008133,FNB,20201031011120page4
7831, 38.79%, 42.47%,/currencies/btu-protocol,,19179496,BTU Protocol,0.213071,BTU,20201031011120page4
7832, 5.66%, 12.95%,/currencies/wazirx,,18979314,WazirX,0.081172,WRX,20201031011120page4
7833, 1.18%, 15.24%,/currencies/bloomzed-token,,18879145,Bloomzed Loyalty Club Ticket,0.49682,BLCT,20201031011120page4
7834, 8.15%, 14.58%,/currencies/request,,18594823,Request,0.018595,REQ,20201031011120page4
7835, 3.04%, 16.80%,/currencies/origin-protocol,,18531918,Origin Protocol,0.142114,OGN,20201031011120page4
7836, 0.02%, 0.77%,/currencies/elitium,,18509926,Elitium,1.11,EUM,20201031011120page4
7837, 8.91%, 8.40%,/currencies/obyte,,18425781,Obyte,24.45,GBYTE,20201031011120page4
7838, 4.23%, 13.41%,/currencies/ripio-credit-network,,18414667,Ripio Credit Network,0.03622,RCN,20201031011120page4
7839, 3.81%, 12.39%,/currencies/orion-protocol,,18410465,Orion Protocol,1.47,ORN,20201031011120page4
7840, 5.61%, 11.14%,/currencies/bora,,18322204,BORA,0.023415,BORA,20201031011120page4
7841, 5.65%, 13.81%,/currencies/metal,,18246588,Metal,0.278197,MTL,20201031011120page4
7842, 8.03%, 14.26%,/currencies/noia-network,,18149813,NOIA Network,0.056472,NOIA,20201031011120page4
7843, 4.46%, 5.80%,/currencies/cindicator,,18128511,Cindicator,0.009064,CND,20201031011120page4
7844, 5.25%, 12.44%,/currencies/mainframe,,18005033,Mainframe,0.001801,MFT,20201031011120page4
7845, 2.35%, 18.23%,/currencies/chainx,,17895248,ChainX,2.43,PCX,20201031011120page4
7846, 1.60%, 21.77%,/currencies/waltonchain,,17889662,Waltonchain,0.256828,WTC,20201031011120page4
7847, 6.08%, 10.21%,/currencies/airswap,,17681035,AirSwap,0.117874,AST,20201031011120page4
7848, 1.01%, 6.39%,/currencies/beam,,17500126,Beam,0.237385,BEAM,20201031011120page4
7849, 0.82%, 34.70%,/currencies/pancakeswap,,17448947,PancakeSwap,0.405929,CAKE,20201031011120page4
7850, 0.48%, 9.58%,/currencies/quantstamp,,17443171,Quantstamp,0.024437,QSP,20201031011120page4
7851, 5.39%, 21.70%,/currencies/secret,,17339744,Secret,0.307465,SCRT,20201031011120page4
7852, 4.15%, 18.72%,/currencies/pivx,,17132976,PIVX,0.301737,PIVX,20201031011120page4
7853, 0.70%, 0.62%,/currencies/vidt-datalink,,17120252,VIDT Datalink,0.346365,VIDT,20201031011120page4
7854, 0.92%, 15.58%,/currencies/civic,,17100324,Civic,0.025523,CVC,20201031011120page4
7855, 18.27%, 14.53%,/currencies/buggyra-coin-zero,,17050913,Buggyra Coin Zero,0.00848,BCZERO,20201031011120page4
7856, 0.54%, 0.17%,/currencies/cryptobucks,,16996394,CRYPTOBUCKS,0.004323,CBUCKS,20201031011120page4
7857, 1.89%, 16.21%,/currencies/beowulf,,16991487,Beowulf,0.016991,BWF,20201031011120page4
